V,Libelle GEN,Libelle ROME,Code ROME,score
Na,Ingénieur logiciel en robotique,Technicien / Technicienne en robotique,H1208,39.0085036176443
Na,Product Manager,Product Owner,M1806,16.830529413419
Na,Gestionnaire de parc micro-informatique,Gestionnaire du parc informatique,M1810,50.0515865608944
Na,Fablab manager,Second / Seconde d'atelier,H1205,7.32481894436809
Na,Data Miner,Animateur / Animatrice de mini-club enfants,G1203,26.0306357008746
Na,Créateur d'entreprise,Auditeur / Auditrice de gestion d'entreprise,M1204,51.1099889516871
Na,Gestionnaire de parc micro-informatique,Consultant / Consultante réseaux informatiques,M1806,37.7825023947695
Na,Game designer,Concepteur designer / Conceptrice designeuse,H1204,6.94418578854545
Na,Ingenieur systèmes,Ingénieur / Ingénieure chimiste en industrie,H1206,58.3229640781264
Na,Administrateur réseau,Administrateur / Administratrice réseaux - télécoms,M1801,52.1886830933095
Na,Analyste SOC,Analyste concepteur / conceptrice informatique,M1805,10.3504109002658
Na,Technicien d'exploitation,Régisseur / Régisseuse d'évènementiel,E1107,2.09970187503228
Na,Développeur Mobile,Développeur / Développeuse web,M1805,42.1457886907997
Na,Gestionnaire de parc micro-informatique,Ingénieur / Ingénieure de conception informatique,M1805,54.4140761060892
Na,Technicien d'exploitation,Assistant / Assistante d'exploitation informatique,M1810,20.1867663246609
Na,Ingénieur IOT,Ingénieur / Ingénieure d'affaires en industrie,H1102,53.1064859176749
Na,Administrateur système et réseau,Expert / Experte système et réseaux,M1802,52.8547384522461
Na,Technicien système et réseau,Technicien / Technicienne en électroménager,I1402,44.4837743334254
Na,Technicien en télécommunication,Technicien / Technicienne en recherche scientifique,H1210,30.6501648501276
Na,Spécialiste test et validation,Technicien / Technicienne de contrôle et de tests électroniques,H1504,35.6249330086327
Na,Technicien helpdesk,Technicien / Technicienne en électroménager,I1402,58.4327814321661
Na,Journaliste web,Journaliste de presse écrite,E1106,23.295628145088
Na,Data Architect,Développeur / Développeuse Big Data,M1805,47.2215869172395
Oui,Administrateur réseau,Administrateur / Administratrice réseau informatique,M1801,100
Non,Administrateur réseau,Administrateur / Administratrice système et réseaux d'information et de communication,M1801,0
Oui,Développeur Web,Développeur / Développeuse web,M1805,100
Non,Développeur Web,Développeur / Développeuse multimédia,M1805,0
Non,Expert systèmes et réseaux,Expert / Experte système d'exploitation,M1802,0
Non,Expert systèmes et réseaux,Expert / Experte réseaux et télécoms,M1802,0
Oui,Médiateur numérique,Responsable d'espace de médiation numérique,G1202,100
Non,Médiateur numérique,Conseiller médiateur / Conseillère médiatrice en numérique,G1202,0
Non,Médiateur numérique,Médiateur interculturel / Médiatrice interculturelle,K1204,0
Oui,Product Owner,Product Owner,M1806,100
Non,Product Owner,Product manager,M1703,0
Non,Product Owner,Producteur / Productrice télévision,L1302,0
Non,Technicien système et réseau,Expert / Experte système et réseaux,M1802,0
Oui,Chargé e-commerce,Chargé / Chargée de clientèle e-commerce,M1704,100
Oui,Chargé e-commerce,Chargé / Chargée d'affiliation et de partenariats e-commerce,M1705,100
Oui,Chargé e-commerce,Responsable e-commerce,M1707,100
Oui,Infographiste,Infographiste,E1205,100
Oui,Infographiste,Infographiste intégrateur / intégratrice,E1205,100
Oui,Administrateur système et réseau,Administrateur / Administratrice système et réseaux d'information et de communication,M1801,100
Non,Administrateur système et réseau,Administrateur / Administratrice système informatique,M1801,0
Non,Administrateur système et réseau,Administrateur / Administratrice réseaux - télécoms,M1801,0
Non,Expert SEO,Expert / Experte juridique,K1903,0
Non,Expert SEO,Expert-comptable / Experte-comptable,M1202,0
Non,Conseiller support technique,Ingénieur / Ingénieure support technique,H1101,0
Non,Technicien data,Data scientist,M1403,0
Non,Technicien data,Développeur / Développeuse Big Data,M1805,0
Non,Technicien data,Data manager,M1802,0
Oui,Coordinateur de projet,Coordinateur / Coordinatrice projet en Maîtrise d'Ouvrage -MOA-,M1806,100
Non,Coordinateur de projet,Coordinateur / Coordinatrice de déchetterie,K2302,0
Non,Coordinateur de projet,Coordinateur / Coordinatrice de soudage,H1404,0
Non,Développeur machine learning,Opérateur / Opératrice sur machines automatisées de développement photographique,E1203,0
Non,Chef de projet digital,Automaticien / Automaticienne chef de projet,H1208,0
Non,Chef de projet digital,Assistant / Assistante chef de projet,M1605,0
Oui,Délégué à la protection des données (DPD),Délégué / Déléguée à la protection des données - Data Protection Officer,K1903,100
Non,Délégué à la protection des données (DPD),Délégué / Déléguée à la protection des personnes et de leurs biens,K1102,0
Non,Délégué à la protection des données (DPD),Mandataire judiciaire à la protection des majeurs,K1102,0
Non,Chef de projet technique,Automaticien / Automaticienne chef de projet,H1208,0
Non,Chef de projet technique,Designer-chef / Designeuse-chef de projet,H1204,0
Oui,Technicien réseau,Technicien / Technicienne réseau informatique,M1810,100
Oui,Technicien réseau,Technicien / Technicienne réseau de transmission de données aux armées,M1807,100
Non,Chef de projet agile,Automaticien / Automaticienne chef de projet,H1208,0
Non,Chef de projet agile,Assistant / Assistante chef de projet,M1605,0
Oui,Data Miner,Data miner,M1403,100
Non,Data Miner,Développeur / Développeuse Big Data,M1805,0
Non,Administrateur Système d'information,Administrateur / Administratrice Systèmes d'Information Géographique -SIG-,M1808,0
Oui,Administrateur Système d'information,Administrateur / Administratrice système informatique,M1801,100
Oui,Développeur Web / Mobile,Développeur / Développeuse web mobile,M1805,100
Non,Développeur Web / Mobile,Développeur / Développeuse web,M1805,0
Non,Développeur Web / Mobile,Designer web mobile,E1205,0
Non,Développeur Mobile,Développeur / Développeuse web mobile,M1805,0
Non,Développeur Mobile,Développeur / Développeuse multimédia,M1805,0
Oui,Developpeur Back-End,Développeur / Développeuse back-end,M1805,100
Non,Developpeur Back-End,Développeur / Développeuse front-end,M1805,0
Non,Développeur IA,Développeur / Développeuse multimédia,M1805,0
Non,Développeur IA,Analyste développeur / développeuse,M1805,0
Non,Développeur IA,Développeur / Développeuse full-stack,M1805,0
Non,Ingenieur systèmes,Ingénieur / Ingénieure systèmes industriels,H1206,0
Non,Ingenieur systèmes,Ingénieur / Ingénieure validation systèmes en industrie,H1206,0
Non,Ingenieur systèmes,Ingénieur / Ingénieure systèmes et simulations en industrie,H1206,0
Non,Product Manager,Producteur / Productrice télévision,L1302,0
Oui,Gestionnaire de base de données,Gestionnaire de bases de données et de ressources documentaires,K1601,100
Oui,Gestionnaire de base de données,Administrateur / Administratrice de bases de données,M1801,100
Non,Gestionnaire de base de données,Architecte de bases de données,M1802,0
Non,Data Scientist,Data manager,M1802,0
Oui,Spécialiste support,Spécialiste support technique,H1101,100
Non,Spécialiste support,Médecin spécialiste,J1102,0
Non,Spécialiste support,Technicien / Technicienne support technique,H1101,0
Oui,Motion Designer,Motion designer multimédia,E1205,100
Oui,Motion Designer,Motion designer - films d'animation,L1510,100
Non,Référent digital,Conseiller référent / Conseillère référente emploi,K1801,0
Oui,Référent digital,Chief digital officer - Responsable de la transformation digitale,M1402,100
Non,Ingénieur IOT,Ingénieur / Ingénieure travaux,F1106,0
Non,Ingénieur IOT,Ingénieur / Ingénieure télécoms,M1804,0
Non,Ingénieur IOT,Ingénieur / Ingénieure télécommunication,M1804,0
Non,Technicien base de données,Administrateur / Administratrice de bases de données,M1801,0
Non,Technicien base de données,Architecte de bases de données,M1802,0
Non,Technicien base de données,Administrateur / Administratrice bases de données géographiques,M1808,0
Non,Content manager,Manager / Manageuse de caisses,D1508,0
Non,Content manager,BIM Manager,F1106,0
Non,Créateur d'entreprise,Créateur / Créatrice textile,B1805,0
Non,Créateur d'entreprise,Créateur / Créatrice lumière,L1504,0
Non,Créateur d'entreprise,Créateur / Créatrice de parfum,H1505,0
Oui,Expert Sécurité IT,Expert / Experte sécurité informatique,M1802,100
Non,Developpeur Big Data,Développeur / Développeuse Big Data,M1805,0
Non,Chargé de production vidéos,Chargé / Chargée de production cinématographique,L1302,0
Oui,Veilleur e-reputation,Consultant / Consultante en e-réputation,E1103,100
Non,Veilleur e-reputation,Veilleur / Veilleuse de nuit en hôtellerie,G1703,0
Oui,Développeur d'applications,Développeur / Développeuse d'application,M1805,100
Non,Développeur d'applications,Développeur / Développeuse multimédia,M1805,0
Non,Développeur d'applications,Analyste développeur / développeuse,M1805,0
Non,Ingénieur en Machine Learning,Électromécanicien / Électromécanicienne en machines tournantes,I1304,0
Oui,Chef de projet e-commerce,Responsable e-commerce,M1707,100
Non,Chef de projet e-commerce,Chef de projet e-formation,K2111,0
Oui,Technicien en télécommunication,Technicien / Technicienne d'exploitation télécommunication,M1807,100
Non,Expert en système d’information,Expert / Experte en sécurité des systèmes d'information,M1802,0
Oui,Expert en système d’information,Expert / Experte métier système d'information,M1806,100
Non,Expert en système d’information,Expert / Experte en tests d'intrusion - sécurité des systèmes d'information,M1802,0
Non,Developpeur Front-End,Développeur / Développeuse back-end,M1805,0
Non,Architecte IoT,Architecte,F1101,0
Oui,Webmaster,Webmaster développeur / développeuse,M1805,100
Non,Webmaster,Webmaster animateur / animatrice,E1101,0
Oui,Analyste cybersécurité,Analyste en cybersécurité,M1805,100
Non,Analyste cybersécurité,Opérateur / Opératrice en cybersécurité,M1810,0
Non,Analyste cybersécurité,Expert / Experte en cybersécurité,M1802,0
Oui,Testeur,Testeur / Testeuse informatique,M1805,100
Non,Testeur,Testeur / Testeuse en électricité,H1504,0
Non,Testeur,Testeur / Testeuse en télécommunications,I1307,0
Non,Technicien cloud,Architecte cloud,M1802,0
Non,Technicien cloud,Technicien / Technicienne de rivière,A1204,0
Non,Technicien cloud,Technicien / Technicienne sur laminoir,H2904,0
Non,Réalisateur de jeux vidéos,Réalisateur / Réalisatrice de vidéo-clip,L1304,0
Non,Réalisateur de jeux vidéos,Développeur / Développeuse - jeux vidéo,M1805,0
Non,Réalisateur de jeux vidéos,Concepteur / Conceptrice de jeux vidéo,E1104,0
Non,"Spécialiste systèmes, réseaux et sécurité",Spécialiste sécurité civile,K1705,0
Non,"Spécialiste systèmes, réseaux et sécurité",Officier / Officière spécialiste de sécurité civile,K1702,0
Non,"Spécialiste systèmes, réseaux et sécurité",Expert / Experte en sécurité des systèmes d'exploitation,M1802,0
Non,Data Engineer,Data scientist,M1403,0
Non,Data Engineer,Développeur / Développeuse Big Data,M1805,0
Non,Data Engineer,Data manager,M1802,0
Oui,UI Designer,UI - user interface designer,E1205,100
Non,UI Designer,Sound designer / Designer sonore,L1507,0
Non,UI Designer,Designer,H1204,0
Non,Developpeur IOT,Développeur / Développeuse multimédia,M1805,0
Non,Developpeur IOT,Analyste développeur / développeuse,M1805,0
Non,Developpeur IOT,Développeur / Développeuse full-stack,M1805,0
Oui,Développeur Full Stack,Développeur / Développeuse full-stack,M1805,100
Oui,Développeur de jeux vidéos,Développeur / Développeuse - jeux vidéo,M1805,100
Non,Développeur de jeux vidéos,Concepteur / Conceptrice de jeux vidéo,E1104,0
Oui,Chargé de marketing digital,Responsable marketing digital,M1705,100
Non,Chargé de marketing digital,Chargé / Chargée des relations publiques digitales,E1103,0
Non,Chargé de marketing digital,Chargé / Chargée d'études en marketing,M1403,0
Non,Architecte Logiciel,Ingénieur / Ingénieure logiciel informatique,M1805,0
Non,Chargé de projet Data,Chargé / Chargée de projet marketing,M1705,0
Non,Chargé de projet Data,Chargé / Chargée de projet en éducation pour la santé,K1205,0
Non,Responsable communication digitale,Chief digital officer - Responsable de la transformation digitale,M1402,0
Non,Responsable communication digitale,Responsable marketing digital,M1705,0
Non,Responsable Sécurité de l'information,Responsable sécurité des systèmes d'information,M1802,0
